,sentence,sentiment,tokens,sentiment_code
18835,martirios,Negativa,martirio,-1
18836,masacre,Negativa,masacre,-1
18837,masacres,Negativa,masacre,-1
18838,mata,Negativa,matar,-1
18839,matanza,Negativa,matanza,-1
18840,matar,Negativa,matar,-1
18841,maton,Negativa,maton,-1
18842,matona,Negativa,matona,-1
18843,matones,Negativa,maton,-1
18844,matrera,Negativa,matrera,-1
18845,matreras,Negativa,matrera,-1
18846,matrero,Negativa,matrero,-1
18847,matreros,Negativa,matrero,-1
18848,mazmorras,Negativa,mazmorra,-1
18849,medias,Negativa,medio,-1
18850,mediocre,Negativa,mediocre,-1
18851,mediocridad,Negativa,mediocridad,-1
18852,melancolia,Negativa,melancolia,-1
18853,melancolica,Negativa,melancolico,-1
18854,melancolicas,Negativa,melancolica,-1
18855,melancolico,Negativa,melancolico,-1
18856,melancolicos,Negativa,melancolico,-1
18857,melindrosa,Negativa,melindros,-1
18858,melindrosas,Negativa,melindrosa,-1
18859,melindroso,Negativa,melindroso,-1
18860,melindrosos,Negativa,melindroso,-1
18861,melodramatica,Negativa,melodramatico,-1
18862,melodramaticamente,Negativa,melodramaticamente,-1
18863,melodramaticas,Negativa,melodramatica,-1
18864,melodramatico,Negativa,melodramatico,-1
18865,melodramaticos,Negativa,melodramatico,-1
18866,mendacidad,Negativa,mendacidad,-1
18867,mendaz,Negativa,mendaz,-1
18868,mendicidad,Negativa,mendicidad,-1
18869,mendiga,Negativa,mendigo,-1
18870,mendigar,Negativa,mendigar,-1
18871,mendigas,Negativa,mendiga,-1
18872,mendigo,Negativa,mendigo,-1
18873,mendigos,Negativa,mendigo,-1
18874,menguar,Negativa,menguar,-1
18875,menoscabo,Negativa,menoscabo,-1
18876,menospreciada,Negativa,menospreciado,-1
18877,menospreciadas,Negativa,menospreciada,-1
18878,menospreciado,Negativa,menospreciado,-1
18879,menospreciados,Negativa,menospreciado,-1
18880,menospreciando,Negativa,menospreciar,-1
18881,menospreciar,Negativa,menospreciar,-1
18882,mentecata,Negativa,mentecato,-1
18883,mentecatas,Negativa,mentecata,-1
18884,mentecato,Negativa,mentecato,-1
18885,mentecatos,Negativa,mentecato,-1
18886,mentir,Negativa,mentir,-1
18887,mentira,Negativa,mentira,-1
18888,mentirosa,Negativa,mentiros,-1
18889,mentirosas,Negativa,mentirosa,-1
18890,mentiroso,Negativa,mentiroso,-1
18891,mentirosos,Negativa,mentiroso,-1
18892,mercachifle,Negativa,mercachifle,-1
18893,metedura,Negativa,metedurar,-1
18894,mezquindad,Negativa,mezquindad,-1
18895,miedo,Negativa,miedo,-1
18896,miedos,Negativa,miedo,-1
18897,miedosa,Negativa,miedosar,-1
18898,miedosas,Negativa,miedoso,-1
18899,miedoso,Negativa,miedoso,-1
18900,miedosos,Negativa,miedoso,-1
18901,mierda,Negativa,mierda,-1
18902,mierdosa,Negativa,mierdos,-1
18903,mierdosas,Negativa,mierdosa,-1
18904,mierdoso,Negativa,mierdoso,-1
18905,mierdosos,Negativa,mierdoso,-1
18906,militancia,Negativa,militancia,-1
18907,mimada,Negativa,mimado,-1
18908,mimadas,Negativa,mimada,-1
18909,mimado,Negativa,mimado,-1
18910,mimados,Negativa,mimado,-1
18911,mimar,Negativa,mimar,-1
18912,minada,Negativa,minado,-1
18913,minadas,Negativa,minado,-1
18914,minado,Negativa,minado,-1
18915,minados,Negativa,minado,-1
18916,minar,Negativa,minar,-1
18917,miope,Negativa,miope,-1
18918,miopia,Negativa,miopio,-1
18919,misera,Negativa,misera,-1
18920,miserable,Negativa,miserable,-1
18921,miserablemente,Negativa,miserablemente,-1
18922,miseras,Negativa,misera,-1
18923,miseria,Negativa,miseria,-1
18924,miserias,Negativa,miseria,-1
18925,misero,Negativa,misero,-1
18926,miseros,Negativa,misero,-1
18927,misterio,Negativa,misterio,-1
18928,misterios,Negativa,misterio,-1
18929,misteriosa,Negativa,misterioso,-1
18930,misteriosamente,Negativa,misteriosamente,-1
18931,misteriosas,Negativa,misterioso,-1
18932,misterioso,Negativa,misterioso,-1
18933,misteriosos,Negativa,misterioso,-1
18934,mistificar,Negativa,mistificar,-1
18935,mito,Negativa,mito,-1
18936,mitos,Negativa,mito,-1
18937,mocosa,Negativa,mocos,-1
18938,mocosas,Negativa,mocosa,-1
18939,mocoso,Negativa,mocoso,-1
18940,mocosos,Negativa,mocoso,-1
18941,mohina,Negativa,mohina,-1
18942,mohinas,Negativa,mohina,-1
18943,mohino,Negativa,mohino,-1
18944,mohinos,Negativa,mohinos,-1
18945,mojigata,Negativa,mojigato,-1
18946,mojigatas,Negativa,mojigata,-1
18947,mojigato,Negativa,mojigato,-1
18948,mojigatos,Negativa,mojigato,-1
18949,molesta,Negativa,molestar,-1
18950,molestada,Negativa,molestado,-1
18951,molestadas,Negativa,molestada,-1
18952,molestado,Negativa,molestado,-1
18953,molestados,Negativa,molestado,-1
18954,molestando,Negativa,molestar,-1
18955,molestar,Negativa,molestar,-1
18956,molestas,Negativa,molesto,-1
18957,molestia,Negativa,molestia,-1
18958,molestias,Negativa,molestia,-1
18959,molesto,Negativa,molesto,-1
18960,molestos,Negativa,molesto,-1
18961,molida,Negativa,molido,-1
18962,molidas,Negativa,molida,-1
18963,molido,Negativa,molido,-1
18964,molidos,Negativa,molido,-1
18965,monotona,Negativa,monoton,-1
18966,monotonas,Negativa,monotona,-1
18967,monotonia,Negativa,monotonia,-1
18968,monotono,Negativa,monotono,-1
18969,monotonos,Negativa,monotono,-1
18970,monstrua,Negativa,monstruar,-1
18971,monstruas,Negativa,monstrua,-1
18972,monstruo,Negativa,monstruo,-1
18973,monstruos,Negativa,monstruo,-1
18974,monstruosa,Negativa,monstruoso,-1
18975,monstruosamente,Negativa,monstruosamente,-1
18976,monstruosas,Negativa,monstruoso,-1
18977,monstruosidad,Negativa,monstruosidad,-1
18978,monstruosidades,Negativa,monstruosidad,-1
18979,monstruoso,Negativa,monstruoso,-1
18980,monstruosos,Negativa,monstruoso,-1
18981,morbida,Negativa,morbido,-1
18982,morbosa,Negativa,morbos,-1
18983,morbosas,Negativa,morbosa,-1
18984,morboso,Negativa,morboso,-1
18985,morbosos,Negativa,morboso,-1
18986,mordaz,Negativa,mordaz,-1
18987,mordazmente,Negativa,mordazmente,-1
18988,moretones,Negativa,moreton,-1
18989,moribunda,Negativa,moribundo,-1
18990,moribundas,Negativa,moribundo,-1
18991,moribundo,Negativa,moribundo,-1
18992,moribundos,Negativa,moribundo,-1
18993,morir,Negativa,morir,-1
18994,morosa,Negativa,moros,-1
18995,morosas,Negativa,morosos,-1
18996,moroso,Negativa,moroso,-1
18997,morosos,Negativa,moroso,-1
18998,mortal,Negativa,mortal,-1
18999,mortificacion,Negativa,mortificacion,-1
19000,mortificada,Negativa,mortificado,-1
19001,mortificadas,Negativa,mortificada,-1
19002,mortificado,Negativa,mortificado,-1
19003,mortificados,Negativa,mortificado,-1
19004,mortificante,Negativa,mortificante,-1
19005,mortificar,Negativa,mortificar,-1
19006,muñon,Negativa,muñon,-1
19007,muda,Negativa,mudo,-1
19008,mudas,Negativa,muda,-1
19009,mudo,Negativa,mudo,-1
19010,mudos,Negativa,mudo,-1
19011,muecas,Negativa,mueca,-1
19012,muere,Negativa,morir,-1
19013,muerta,Negativa,muerto,-1
19014,muertas,Negativa,muerto,-1
19015,muerte,Negativa,muerte,-1
19016,muerto,Negativa,muerto,-1
19017,muertos,Negativa,muerto,-1
19018,mugre,Negativa,mugre,-1
19019,mugrienta,Negativa,mugrientar,-1
19020,mugrientas,Negativa,mugriento,-1
19021,mugriento,Negativa,mugriento,-1
19022,mugrientos,Negativa,mugriento,-1
19023,mujeriego,Negativa,mujeriego,-1
19024,mujeriegos,Negativa,mujeriego,-1
19025,mundana,Negativa,mundan,-1
19026,mundanas,Negativa,mundana,-1
19027,mundano,Negativa,mundano,-1
19028,mundanos,Negativa,mundano,-1
19029,murio,Negativa,murio,-1
19030,murmuracion,Negativa,murmuracion,-1
19031,musaraña,Negativa,musaraña,-1
19032,mustia,Negativa,mustiar,-1
19033,mustias,Negativa,mustia,-1
19034,mustio,Negativa,mustio,-1
19035,mustios,Negativa,mustio,-1
19036,naufragio,Negativa,naufragio,-1
19037,naufragios,Negativa,naufragio,-1
19038,nausea,Negativa,nausear,-1
19039,nauseabunda,Negativa,nauseabundo,-1
19040,nauseabundas,Negativa,nauseabundo,-1
19041,nauseabundo,Negativa,nauseabundo,-1
19042,nauseabundos,Negativa,nauseabundo,-1
19043,neblina,Negativa,neblina,-1
19044,nebulosa,Negativa,nebulos,-1
19045,nebulosamente,Negativa,nebulosamente,-1
19046,nebulosas,Negativa,nebulosa,-1
19047,nebuloso,Negativa,nebuloso,-1
19048,nebulosos,Negativa,nebuloso,-1
19049,necedad,Negativa,necedad,-1
19050,necesitada,Negativa,necesitadar,-1
19051,necesitadas,Negativa,necesitado,-1
19052,necesitado,Negativa,necesitado,-1
19053,necesitados,Negativa,necesitado,-1
19054,necia,Negativa,necia,-1
19055,neciamente,Negativa,neciamente,-1
19056,necias,Negativa,necia,-1
19057,necio,Negativa,necio,-1
19058,necios,Negativa,necio,-1
19059,nefasta,Negativa,nefasto,-1
19060,nefastas,Negativa,nefasto,-1
19061,nefasto,Negativa,nefasto,-1
19062,nefastos,Negativa,nefasto,-1
19063,negacion,Negativa,negacion,-1
19064,negada,Negativa,negado,-1
19065,negadas,Negativa,negado,-1
19066,negado,Negativa,negado,-1
19067,negados,Negativa,negado,-1
19068,negando,Negativa,negar,-1
19069,negandose,Negativa,negar el,-1
19070,negar,Negativa,negar,-1
19071,negativa,Negativa,negativo,-1
19072,negativas,Negativa,negativo,-1
19073,negatividad,Negativa,negatividad,-1
19074,negativo,Negativa,negativo,-1
19075,negativos,Negativa,negativo,-1
19076,negligencia,Negativa,negligencia,-1
19077,negligente,Negativa,negligente,-1
19078,nepotismo,Negativa,nepotismo,-1
19079,nepotismos,Negativa,nepotismos,-1
19080,nervios,Negativa,nervio,-1
19081,nerviosa,Negativa,nervioso,-1
19082,nerviosamente,Negativa,nerviosamente,-1
19083,nerviosas,Negativa,nervioso,-1
19084,nerviosismo,Negativa,nerviosismo,-1
19085,nervioso,Negativa,nervioso,-1
19086,nerviosos,Negativa,nervioso,-1
19087,neurotica,Negativa,neurotico,-1
19088,neuroticamente,Negativa,neuroticamente,-1
19089,neuroticas,Negativa,neurotica,-1
19090,neurotico,Negativa,neurotico,-1
19091,neuroticos,Negativa,neurotico,-1
19092,niebla,Negativa,niebla,-1
19093,nieblas,Negativa,niebla,-1
19094,niega,Negativa,negar,-1
19095,nociva,Negativa,nocivo,-1
19096,nocivas,Negativa,nocivo,-1
19097,nocivo,Negativa,nocivo,-1
19098,nocivos,Negativa,nocivo,-1
19099,noqueada,Negativa,noqueada,-1
19100,noqueadas,Negativa,noqueada,-1
19101,noqueado,Negativa,noqueado,-1
19102,noqueados,Negativa,noqueado,-1
19103,noquear,Negativa,noquear,-1
19104,nostalgia,Negativa,nostalgia,-1
19105,notoriamente,Negativa,notoriamente,-1
19106,nublada,Negativa,nublado,-1
19107,nubladas,Negativa,nublada,-1
19108,nublado,Negativa,nublado,-1
19109,nublados,Negativa,nublado,-1
19110,nublando,Negativa,nublar,-1
19111,obesa,Negativa,obesa,-1
19112,obesas,Negativa,obesa,-1
19113,obeso,Negativa,obeso,-1
19114,obesos,Negativa,obeso,-1
19115,objecion,Negativa,objecion,-1
19116,objeciones,Negativa,objecion,-1
19117,objetable,Negativa,objetable,-1
19118,oblicua,Negativa,oblicuo,-1
19119,oblicuas,Negativa,oblicua,-1
19120,oblicuo,Negativa,oblicuo,-1
19121,oblicuos,Negativa,oblicuo,-1
19122,obligada,Negativa,obligado,-1
19123,obligadas,Negativa,obligado,-1
19124,obligado,Negativa,obligado,-1
19125,obligados,Negativa,obligado,-1
19126,obligar,Negativa,obligar,-1
19127,obliterar,Negativa,obliterar,-1
19128,obscena,Negativa,obsceno,-1
19129,obscenamente,Negativa,obscenamente,-1
19130,obscenas,Negativa,obscena,-1
19131,obscenidad,Negativa,obscenidad,-1
19132,obsceno,Negativa,obsceno,-1
19133,obscenos,Negativa,obsceno,-1
19134,obsesionante,Negativa,obsesionante,-1
19135,obsesionar,Negativa,obsesionar,-1
19136,obsesivamente,Negativa,obsesivamente,-1
19137,obsesividad,Negativa,obsesividad,-1
19138,obsoleta,Negativa,obsoletar,-1
19139,obsoletas,Negativa,obsoleto,-1
19140,obsoleto,Negativa,obsoleto,-1
19141,obsoletos,Negativa,obsoleto,-1
19142,obstaculizada,Negativa,obstaculizado,-1
19143,obstaculizadas,Negativa,obstaculizada,-1
19144,obstaculizado,Negativa,obstaculizado,-1
19145,obstaculizados,Negativa,obstaculizado,-1
19146,obstaculos,Negativa,obstaculo,-1
19147,obstinada,Negativa,obstinado,-1
19148,obstinadamente,Negativa,obstinadamente,-1
19149,obstinadas,Negativa,obstinado,-1
19150,obstinado,Negativa,obstinado,-1
19151,obstinados,Negativa,obstinado,-1
19152,obstruccion,Negativa,obstruccion,-1
19153,obstruida,Negativa,obstruido,-1
19154,obstruidas,Negativa,obstruida,-1
19155,obstruido,Negativa,obstruido,-1
19156,obstruidos,Negativa,obstruido,-1
19157,obstruir,Negativa,obstruir,-1
19158,obstruye,Negativa,obstruir,-1
19159,obstruyendo,Negativa,obstruir,-1
19160,obtusos,Negativa,obtuso,-1
19161,ocluida,Negativa,ocluido,-1
19162,ocluidas,Negativa,ocluida,-1
19163,ocluido,Negativa,ocluido,-1
19164,ocluidos,Negativa,ocluido,-1
19165,ocluir,Negativa,ocluir,-1
19166,ocluye,Negativa,ocluir,-1
19167,ocluyendo,Negativa,ocluir,-1
19168,ocultar,Negativa,ocultar,-1
19169,odia,Negativa,odiar,-1
19170,odiada,Negativa,odiado,-1
19171,odiadas,Negativa,odiado,-1
19172,odiado,Negativa,odiado,-1
19173,odiados,Negativa,odiado,-1
19174,odiando,Negativa,odiar,-1
19175,odio,Negativa,odiar,-1
19176,odios,Negativa,odio,-1
19177,odiosa,Negativa,odios,-1
19178,odiosamente,Negativa,odiosamente,-1
19179,odiosas,Negativa,odiosa,-1
19180,odiosidad,Negativa,odiosidad,-1
19181,odioso,Negativa,odioso,-1
19182,odiosos,Negativa,odioso,-1
19183,ofender,Negativa,ofender,-1
19184,ofensiva,Negativa,ofensiva,-1
19185,ofensivamente,Negativa,ofensivamente,-1
19186,ofensivas,Negativa,ofensiva,-1
19187,ofensividad,Negativa,ofensividad,-1
19188,ofensivo,Negativa,ofensivo,-1
19189,ofensivos,Negativa,ofensivo,-1
19190,oficiosa,Negativa,oficiosa,-1
19191,oficiosas,Negativa,oficioso,-1
19192,oficioso,Negativa,oficioso,-1
19193,oficiosos,Negativa,oficioso,-1
19194,olvidadiza,Negativa,olvidadizar,-1
19195,olvidadizas,Negativa,olvidadizar,-1
19196,olvidadizo,Negativa,olvidadacer,-1
19197,olvidadizos,Negativa,olvidadizo,-1
19198,olvidar,Negativa,olvidar,-1
19199,olvido,Negativa,olvido,-1
19200,olvidos,Negativa,olvido,-1
19201,ominosamente,Negativa,ominosamente,-1
19202,omision,Negativa,omision,-1
19203,omitir,Negativa,omitir,-1
19204,onerosa,Negativa,oneroso,-1
19205,onerosas,Negativa,oneroso,-1
19206,oneroso,Negativa,oneroso,-1
19207,onerosos,Negativa,oneroso,-1
19208,oponerse,Negativa,oponer el,-1
19209,oportunista,Negativa,oportunista,-1
19210,oposicion,Negativa,oposicion,-1
19211,oposiciones,Negativa,oposicion,-1
19212,opresion,Negativa,opresion,-1
19213,opresiva,Negativa,opresivo,-1
19214,opresivamente,Negativa,opresivamente,-1
19215,opresivas,Negativa,opresiva,-1
19216,opresivo,Negativa,opresivo,-1
19217,opresivos,Negativa,opresivo,-1
19218,opresores,Negativa,opresor,-1
19219,oprimir,Negativa,oprimir,-1
19220,ordalias,Negativa,ordalia,-1
19221,ordinaria,Negativa,ordinario,-1
19222,ordinarias,Negativa,ordinario,-1
19223,ordinario,Negativa,ordinario,-1
19224,ordinarios,Negativa,ordinario,-1
19225,ortiga,Negativa,ortiga,-1
19226,osca,Negativa,oscar,-1
19227,oscas,Negativa,osca,-1
19228,oscilar,Negativa,oscilar,-1
19229,osco,Negativa,osco,-1
19230,oscos,Negativa,osco,-1
19231,oscura,Negativa,oscuro,-1
19232,oscuras,Negativa,oscuro,-1
19233,oscurece,Negativa,oscurecer,-1
19234,oscurecer,Negativa,oscurecer,-1
19235,oscurecida,Negativa,oscurecido,-1
19236,oscurecidas,Negativa,oscurecido,-1
19237,oscurecido,Negativa,oscurecido,-1
19238,oscurecidos,Negativa,oscurecido,-1
19239,oscuridad,Negativa,oscuridad,-1
19240,oscurisima,Negativa,oscurisima,-1
19241,oscuro,Negativa,oscuro,-1
19242,oscuros,Negativa,oscuro,-1
19243,ostentar,Negativa,ostentar,-1
19244,oxida,Negativa,oxida,-1
19245,oxidada,Negativa,oxidado,-1
19246,oxidadas,Negativa,oxidado,-1
19247,oxidado,Negativa,oxidado,-1
19248,oxidados,Negativa,oxidado,-1
19249,pacotilla,Negativa,pacotilla,-1
19250,pagana,Negativa,pagan,-1
19251,paganas,Negativa,pagana,-1
19252,pagano,Negativa,pagano,-1
19253,paganos,Negativa,pagano,-1
19254,paja,Negativa,paja,-1
19255,pajara,Negativa,pajar,-1
19256,palabreria,Negativa,palabreria,-1
19257,palabrotas,Negativa,palabrota,-1
19258,palida,Negativa,palido,-1
19259,palidas,Negativa,palida,-1
19260,palidece,Negativa,palidecir,-1
19261,palido,Negativa,palido,-1
19262,palidos,Negativa,palido,-1
19263,paliza,Negativa,paliza,-1
19264,palo,Negativa,palo,-1
19265,palos,Negativa,palo,-1
19266,pamplina,Negativa,pamplina,-1
19267,pamplinosa,Negativa,pamplinos,-1
19268,pamplinosas,Negativa,pamplinosa,-1
19269,pamplinoso,Negativa,pamplinoso,-1
19270,pamplinosos,Negativa,pamplinoso,-1
19271,pandemonio,Negativa,pandemonio,-1
19272,pandemonios,Negativa,pandemonio,-1
19273,panico,Negativa,panico,-1
19274,panicos,Negativa,panicos,-1
19275,parada,Negativa,parada,-1
19276,paradas,Negativa,parada,-1
19277,parado,Negativa,parado,-1
19278,parados,Negativa,parado,-1
19279,paralizada,Negativa,paralizado,-1
19280,paralizadas,Negativa,paralizado,-1
19281,paralizado,Negativa,paralizado,-1
19282,paralizados,Negativa,paralizado,-1
19283,paralizante,Negativa,paralizante,-1
19284,paralizar,Negativa,paralizar,-1
19285,paranoia,Negativa,paranoia,-1
19286,paranoica,Negativa,paranoico,-1
19287,paranoicas,Negativa,paranoica,-1
19288,paranoico,Negativa,paranoico,-1
19289,paranoicos,Negativa,paranoico,-1
19290,parasita,Negativa,parasita,-1
19291,parasitas,Negativa,parasita,-1
19292,parasito,Negativa,parasito,-1
19293,parasitos,Negativa,parasito,-1
19294,parcial,Negativa,parcial,-1
19295,parcialidad,Negativa,parcialidad,-1
19296,paria,Negativa,pario,-1
19297,parlanchin,Negativa,parlanchin,-1
19298,parlotear,Negativa,parlotear,-1
19299,parodia,Negativa,parodia,-1
19300,parpadea,Negativa,parpadear,-1
19301,parpadeante,Negativa,parpadeante,-1
19302,parrilla,Negativa,parrilla,-1
19303,partidarios,Negativa,partidario,-1
19304,partidista,Negativa,partidista,-1
19305,pasiva,Negativa,pasivo,-1
19306,pasivas,Negativa,pasivo,-1
19307,pasividad,Negativa,pasividad,-1
19308,pasivo,Negativa,pasivo,-1
19309,pasivos,Negativa,pasivo,-1
19310,pasmar,Negativa,pasmar,-1
19311,patetica,Negativa,patetico,-1
19312,pateticamente,Negativa,pateticamente,-1
19313,pateticas,Negativa,patetica,-1
19314,patetico,Negativa,patetico,-1
19315,pateticos,Negativa,patetico,-1
19316,patosa,Negativa,patoso,-1
19317,patosas,Negativa,patoso,-1
19318,patoso,Negativa,patoso,-1
19319,patosos,Negativa,patoso,-1
19320,pauperrima,Negativa,pauperrimo,-1
19321,pauperrimas,Negativa,pauperrimas ,-1
19322,pauperrimo,Negativa,pauperrimo,-1
19323,pauperrimos,Negativa,pauperrimo,-1
19324,pavoneo,Negativa,pavoneo,-1
19325,pavoneos,Negativa,pavoneo,-1
19326,pavorosamente,Negativa,pavorosamente,-1
19327,pecado,Negativa,pecado,-1
19328,pecados,Negativa,pecado,-1
19329,pecaminosa,Negativa,pecaminos,-1
19330,pecaminosamente,Negativa,pecaminosamente,-1
19331,pecaminosas,Negativa,pecaminosa,-1
19332,pecaminoso,Negativa,pecaminoso,-1
19333,pecaminosos,Negativa,pecaminoso,-1
19334,pedante,Negativa,pedante,-1
19335,pega,Negativa,pegar,-1
19336,pegajosa,Negativa,pegajos,-1
19337,pegajosas,Negativa,pegajosa,-1
19338,pegajoso,Negativa,pegajoso,-1
19339,pegajosos,Negativa,pegajoso,-1
19340,peguntosa,Negativa,peguntos,-1
19341,peguntosas,Negativa,peguntosa,-1
19342,peguntoso,Negativa,peguntoso,-1
19343,peguntosos,Negativa,peguntoso,-1
19344,pelada,Negativa,pelado,-1
19345,peladas,Negativa,pelada,-1
19346,pelado,Negativa,pelado,-1
19347,pelados,Negativa,pelado,-1
19348,peleas,Negativa,pelea,-1
19349,peligrar,Negativa,peligrar,-1
19350,peligro,Negativa,peligro,-1
19351,peligros,Negativa,peligro,-1
19352,peligrosa,Negativa,peligroso,-1
19353,peligrosamente,Negativa,peligrosamente,-1
19354,peligrosas,Negativa,peligroso,-1
19355,peligrosidad,Negativa,peligrosidad,-1
19356,peligroso,Negativa,peligroso,-1
19357,peligrosos,Negativa,peligroso,-1
19358,pellizcar,Negativa,pellizcar,-1
19359,pena,Negativa,pena,-1
19360,penalizar,Negativa,penalizar,-1
19361,pendenciera,Negativa,pendenceir,-1
19362,pendencieras,Negativa,pendenciero,-1
19363,pendenciero,Negativa,pendenciero,-1
19364,pendencieros,Negativa,pendenciero,-1
19365,pendiente,Negativa,pendiente,-1
19366,penosa,Negativa,penoso,-1
19367,penosamente,Negativa,penosamente,-1
19368,penosas,Negativa,penoso,-1
19369,penoso,Negativa,penoso,-1
19370,penosos,Negativa,penoso,-1
19371,peor,Negativa,,-1
19372,pequeña,Negativa,pequeño,-1
19373,pequeñas,Negativa,pequeño,-1
19374,pequeño,Negativa,pequeño,-1
19375,pequeños,Negativa,pequeño,-1
19376,perdedor,Negativa,perdedor,-1
19377,perdedores,Negativa,perdedor,-1
19378,perder,Negativa,perder,-1
19379,perdicion,Negativa,perdicion,-1
19380,perdida,Negativa,perdido,-1
19381,perdidas,Negativa,perdida,-1
19382,perdido,Negativa,perdido,-1
19383,perdidos,Negativa,perdido,-1
19384,perdienda,Negativa,perdiendar,-1
19385,perdiendas,Negativa,perdienda,-1
19386,perdiendo,Negativa,perder,-1
19387,perecer,Negativa,perecer,-1
19388,pereza,Negativa,pereza,-1
19389,perezosa,Negativa,perezos,-1
19390,perezosas,Negativa,perezosa,-1
19391,perezoso,Negativa,perezoso,-1
19392,perezosos,Negativa,perezoso,-1
19393,perfida,Negativa,perfido,-1
19394,perfidas,Negativa,perfida,-1
19395,perfidia,Negativa,perfidia,-1
19396,perfido,Negativa,perfido,-1
19397,perfidos,Negativa,perfido,-1
19398,perforada,Negativa,perforado,-1
19399,perforadas,Negativa,perforado,-1
19400,perforado,Negativa,perforado,-1
19401,perforados,Negativa,perforado,-1
19402,perjudicada,Negativa,perjudicado,-1
19403,perjudicadas,Negativa,perjudicado,-1
19404,perjudicado,Negativa,perjudicado,-1
19405,perjudicados,Negativa,perjudicado,-1
19406,perjudicar,Negativa,perjudicar,-1
19407,perjudicial,Negativa,perjudicial,-1
19408,perjuicios,Negativa,perjuicio,-1
19409,perniciosa,Negativa,pernicios,-1
19410,perniciosas,Negativa,perniciosa,-1
19411,pernicioso,Negativa,pernicioso,-1
19412,perniciosos,Negativa,pernicioso,-1
19413,perpleja,Negativa,perpleja,-1
19414,perplejas,Negativa,perplejo,-1
19415,perplejidad,Negativa,perplejidad,-1
19416,perplejo,Negativa,perplejo,-1
19417,perplejos,Negativa,perplejo,-1
19418,perra,Negativa,perra,-1
19419,persecucion,Negativa,persecucion,-1
19420,perseguir,Negativa,perseguir,-1
19421,persistente,Negativa,persistente,-1
19422,pertinacia,Negativa,pertinacia,-1
19423,pertinaz,Negativa,pertinaz,-1
19424,pertinazmente,Negativa,pertinazmente,-1
19425,perturbacion,Negativa,perturbacion,-1
19426,perturbada,Negativa,perturbado,-1
19427,perturbadas,Negativa,perturbada,-1
19428,perturbado,Negativa,perturbado,-1
19429,perturbados,Negativa,perturbado,-1
19430,perturbar,Negativa,perturbar,-1
19431,perversa,Negativa,perverso,-1
19432,perversamente,Negativa,perversamente,-1
19433,perversas,Negativa,perverso,-1
19434,perversidad,Negativa,perversidad,-1
19435,perversion,Negativa,perversion,-1
19436,perverso,Negativa,perverso,-1
19437,perversos,Negativa,perverso,-1
19438,pervertida,Negativa,pervertido,-1
19439,pervertidas,Negativa,pervertida,-1
19440,pervertido,Negativa,pervertido,-1
19441,pervertidos,Negativa,pervertido,-1
19442,pesada,Negativa,pesado,-1
19443,pesadamente,Negativa,pesadamente,-1
19444,pesadas,Negativa,pesado,-1
19445,pesadilla,Negativa,pesadilla,-1
19446,pesado,Negativa,pesado,-1
19447,pesados,Negativa,pesado,-1
19448,pesadumbre,Negativa,pesadumbre,-1
19449,pesima,Negativa,pesimo,-1
19450,pesimas,Negativa,pesimos,-1
19451,pesimismo,Negativa,pesimismo,-1
19452,pesimismos,Negativa,pesimismo,-1
19453,pesimista,Negativa,pesimista,-1
19454,pesimo,Negativa,pesimo,-1
19455,pesimos,Negativa,pesimo,-1
19456,pestifera,Negativa,pestifera,-1
19457,pestiferas,Negativa,pestifera,-1
19458,pestifero,Negativa,pestifero,-1
19459,pestiferos,Negativa,pestifero,-1
19460,petrificada,Negativa,petrificado,-1
19461,petrificar,Negativa,petrificar,-1
19462,picada,Negativa,picado,-1
19463,picadas,Negativa,picada,-1
19464,picado,Negativa,picado,-1
19465,picados,Negativa,picado,-1
19466,picadura,Negativa,picadura,-1
19467,picante,Negativa,picante,-1
19468,picantosa,Negativa,picantos,-1
19469,picantosas,Negativa,picantosa,-1
19470,picantoso,Negativa,picantoso,-1
19471,picantosos,Negativa,picantoso,-1
19472,picar,Negativa,picar,-1
19473,picara,Negativa,picar,-1
19474,picaras,Negativa,picaras ,-1
19475,picardia,Negativa,picardio,-1
19476,picaro,Negativa,picaro,-1
19477,picaros,Negativa,picaro,-1
19478,picazon,Negativa,picazon,-1
19479,picota,Negativa,picota,-1
19480,pierde,Negativa,perder,-1
19481,pilla,Negativa,pillar,-1
19482,pillaje,Negativa,pillaje,-1
19483,pillas,Negativa,pillar,-1
19484,pillastre ,Negativa,pillastre,-1
19485,pillin ,Negativa,pillin,-1
19486,pillo,Negativa,pillar,-1
19487,pillos,Negativa,pillo,-1
19488,pinchaza,Negativa,pinchaza,-1
19489,pinchazas,Negativa,pinchaza,-1
19490,pinchazo,Negativa,pinchazo,-1
19491,pinchazos,Negativa,pinchazo,-1
19492,piojosa,Negativa,piojos,-1
19493,piojosas,Negativa,piojosa,-1
19494,piojoso,Negativa,piojoso,-1
19495,piojosos,Negativa,piojoso,-1
19496,pique,Negativa,pique,-1
19497,piquete,Negativa,piquete,-1
19498,piquetes,Negativa,piquete,-1
19499,pisar,Negativa,pisar,-1
19500,pisotear,Negativa,pisotear,-1
19501,plaga,Negativa,plaga,-1
19502,plagiar,Negativa,plagiar,-1
19503,platija,Negativa,platijar,-1
19504,plebeya,Negativa,plebeya,-1
19505,plebeyas,Negativa,plebeyas,-1
19506,plebeyo,Negativa,plebeyo,-1
19507,plebeyos,Negativa,plebeyos,-1
19508,pobre,Negativa,pobre,-1
