,sentence,sentiment
19924,revulsivo,Negativa
19925,revulsivos,Negativa
19926,rezagada,Negativa
19927,rezagadas,Negativa
19928,rezagado,Negativa
19929,rezagados,Negativa
19930,rezagarse,Negativa
19931,riña,Negativa
19932,ridicula,Negativa
19933,ridiculamente,Negativa
19934,ridiculas,Negativa
19935,ridiculiza,Negativa
19936,ridiculizar,Negativa
19937,ridiculo,Negativa
19938,ridiculos,Negativa
19939,riesga,Negativa
19940,riesgas,Negativa
19941,riesgo,Negativa
19942,riesgos,Negativa
19943,rigida,Negativa
19944,rigidas,Negativa
19945,rigidez,Negativa
19946,rigido,Negativa
19947,rigidos,Negativa
19948,rigurosa,Negativa
19949,rigurosas,Negativa
19950,riguroso,Negativa
19951,rigurosos,Negativa
19952,rimbombante,Negativa
19953,rival,Negativa
19954,rivalidad,Negativa
19955,rizo,Negativa
19956,rizos,Negativa
19957,robada,Negativa
19958,robadas,Negativa
19959,robado,Negativa
19960,robados,Negativa
19961,robar,Negativa
19962,robo,Negativa
19963,robos,Negativa
19964,rocosa,Negativa
19965,rocosas,Negativa
19966,rocoso,Negativa
19967,rocosos,Negativa
19968,rollaza,Negativa
19969,rollazas,Negativa
19970,rollazo,Negativa
19971,rollazos,Negativa
19972,rollete,Negativa
19973,rollo,Negativa
19974,rollos,Negativa
19975,romper,Negativa
19976,rota,Negativa
19977,rotas,Negativa
19978,roto,Negativa
19979,rotos,Negativa
19980,royenda,Negativa
19981,royendas,Negativa
19982,royendo,Negativa
19983,roza,Negativa
19984,rozar,Negativa
19985,rufian,Negativa
19986,ruido,Negativa
19987,ruidos,Negativa
19988,ruidosa,Negativa
19989,ruidosas,Negativa
19990,ruidoso,Negativa
19991,ruidosos,Negativa
19992,ruin,Negativa
19993,ruina,Negativa
19994,ruinas,Negativa
19995,ruinosa,Negativa
19996,ruinosas,Negativa
19997,ruinoso,Negativa
19998,ruinosos,Negativa
19999,rumor,Negativa
20000,rumores,Negativa
20001,ruptura,Negativa
20002,rupturas,Negativa
20003,sabotear,Negativa
20004,saciar,Negativa
20005,sacrificada,Negativa
20006,sacrificadas,Negativa
20007,sacrificado,Negativa
20008,sacrificados,Negativa
20009,sacudida,Negativa
20010,sacudir,Negativa
20011,salaz,Negativa
20012,salpicar,Negativa
20013,salvaje,Negativa
20014,salvajemente,Negativa
20015,salvajes,Negativa
20016,salvajismo,Negativa
20017,salvajismos,Negativa
20018,sandez,Negativa
20019,sangra,Negativa
20020,sangrar,Negativa
20021,sangria,Negativa
20022,sangrienta,Negativa
20023,sangrientas,Negativa
20024,sangriento,Negativa
20025,sangrientos,Negativa
20026,sanguijuela,Negativa
20027,sanguinaria,Negativa
20028,sanguinarias,Negativa
20029,sanguinario,Negativa
20030,sanguinarios,Negativa
20031,saqueador,Negativa
20032,saquear,Negativa
20033,saqueo,Negativa
20034,saqueos,Negativa
20035,sarcasmo,Negativa
20036,sarcasmos,Negativa
20037,sarcastica,Negativa
20038,sarcasticamente,Negativa
20039,sarcasticas,Negativa
20040,sarcastico,Negativa
20041,sarcasticos,Negativa
20042,sardonica,Negativa
20043,sardonicamente,Negativa
20044,sardonicas,Negativa
20045,sardonico,Negativa
20046,sardonicos,Negativa
20047,satirica,Negativa
20048,satiricas,Negativa
20049,satirico,Negativa
20050,satiricos,Negativa
20051,satirizar,Negativa
20052,seca,Negativa
20053,secas,Negativa
20054,seco,Negativa
20055,secos,Negativa
20056,secuaz,Negativa
20057,secundon,Negativa
20058,sedentaria,Negativa
20059,sedentarias,Negativa
20060,sedentario,Negativa
20061,sedentarios,Negativa
20062,segundon,Negativa
20063,senil,Negativa
20064,sensacionalismo,Negativa
20065,sensacionalismos,Negativa
20066,sensibleria,Negativa
20067,sequia,Negativa
20068,sermonear,Negativa
20069,servidumbre,Negativa
20070,servil,Negativa
20071,sesgos,Negativa
20072,simplificacion,Negativa
20073,simplificada,Negativa
20074,simplista,Negativa
20075,sincuidado,Negativa
20076,sincuidados,Negativa
20077,sindrome,Negativa
20078,sinentusiasmo,Negativa
20079,sinentusiasmos,Negativa
20080,singracia,Negativa
20081,siniestra,Negativa
20082,siniestramente,Negativa
20083,siniestro,Negativa
20084,siniestros,Negativa
20085,sinpiedad,Negativa
20086,sintoma,Negativa
20087,sintomas,Negativa
20088,sinuosamente,Negativa
20089,sinverguenza,Negativa
20090,siseo,Negativa
20091,siseos,Negativa
20092,sitiar,Negativa
20093,snob,Negativa
20094,soberbia,Negativa
20095,soberbias,Negativa
20096,soberbio,Negativa
20097,soberbios,Negativa
20098,soborno,Negativa
20099,sobornos,Negativa
20100,sobreactuada,Negativa
20101,sobreactuadas,Negativa
20102,sobreactuado,Negativa
20103,sobreactuados,Negativa
20104,sobreactuar,Negativa
20105,sobrecalentar,Negativa
20106,sobrecargada,Negativa
20107,sobrecargadas,Negativa
20108,sobrecargado,Negativa
20109,sobrecargados,Negativa
20110,sobrepagada,Negativa
20111,sobrepagadas,Negativa
20112,sobrepagado,Negativa
20113,sobrepagados,Negativa
20114,sobrepasada,Negativa
20115,sobrepasadas,Negativa
20116,sobrepasado,Negativa
20117,sobrepasados,Negativa
20118,sobrepeso,Negativa
20119,sobrepesos,Negativa
20120,sobrevalorada,Negativa
20121,sobrevaloradas,Negativa
20122,sobrevalorado,Negativa
20123,sobrevalorados,Negativa
20124,sobrevaluacion,Negativa
20125,sobria,Negativa
20126,sobrias,Negativa
20127,sobrio,Negativa
20128,sobrios,Negativa
20129,socarron,Negativa
20130,socava,Negativa
20131,socavando,Negativa
20132,socavar,Negativa
20133,sofocante,Negativa
20134,sofocar,Negativa
20135,soledad,Negativa
20136,solitaria,Negativa
20137,solitarias,Negativa
20138,solitario,Negativa
20139,solitarios,Negativa
20140,sollozar,Negativa
20141,sombreada,Negativa
20142,sombreadas,Negativa
20143,sombreado,Negativa
20144,sombreados,Negativa
20145,sombria,Negativa
20146,sombrio,Negativa
20147,sombrios,Negativa
20148,sometida,Negativa
20149,sometidas,Negativa
20150,sometido,Negativa
20151,sometidos,Negativa
20152,soplar,Negativa
20153,soporifera,Negativa
20154,soporiferas,Negativa
20155,soporifero,Negativa
20156,soporiferos,Negativa
20157,sorda,Negativa
20158,sordas,Negativa
20159,sordida,Negativa
20160,sordidas,Negativa
20161,sordido,Negativa
20162,sordidos,Negativa
20163,sordo,Negativa
20164,sordos,Negativa
20165,sosa,Negativa
20166,sosas,Negativa
20167,soso,Negativa
20168,sosos,Negativa
20169,sospecha,Negativa
20170,sospechar,Negativa
20171,sospechosa,Negativa
20172,sospechosas,Negativa
20173,sospechoso,Negativa
20174,sospechosos,Negativa
20175,subdesarrollados,Negativa
20176,subestimar,Negativa
20177,subordinacion,Negativa
20178,subordinada,Negativa
20179,subordinadas,Negativa
20180,subordinado,Negativa
20181,subordinados,Negativa
20182,subordinar,Negativa
20183,subvaloracion,Negativa
20184,subversion,Negativa
20185,subversiva,Negativa
20186,subversivamente,Negativa
20187,subversivas,Negativa
20188,subversivo,Negativa
20189,subversivos,Negativa
20190,subvertir,Negativa
20191,subyugacion,Negativa
20192,subyugar,Negativa
20193,sucia,Negativa
20194,sucias,Negativa
20195,suciedad,Negativa
20196,sucio,Negativa
20197,sucios,Negativa
20198,sucumbir,Negativa
20199,sudario,Negativa
20200,sudarios,Negativa
20201,sudorosa,Negativa
20202,sudorosas,Negativa
20203,sudoroso,Negativa
20204,sudorosos,Negativa
20205,sufre,Negativa
20206,sufrida,Negativa
20207,sufridas,Negativa
20208,sufrido,Negativa
20209,sufridos,Negativa
20210,sufrimiento,Negativa
20211,sufrimientos,Negativa
20212,sufrir,Negativa
20213,suicida,Negativa
20214,suicidio,Negativa
20215,suicidios,Negativa
20216,sumergir,Negativa
20217,sumisa,Negativa
20218,sumisas,Negativa
20219,sumiso,Negativa
20220,sumisos,Negativa
20221,supercheria,Negativa
20222,superficial,Negativa
20223,superficialidad,Negativa
20224,superficialmente,Negativa
20225,superflua,Negativa
20226,superfluas,Negativa
20227,superfluo,Negativa
20228,superfluos,Negativa
20229,supersticion,Negativa
20230,supersticiosa,Negativa
20231,supersticiosas,Negativa
20232,supersticioso,Negativa
20233,supersticiosos,Negativa
20234,suplicas,Negativa
20235,supresion,Negativa
20236,suprimir,Negativa
20237,susceptible,Negativa
20238,suspendida,Negativa
20239,suspendidas,Negativa
20240,suspendido,Negativa
20241,suspendidos,Negativa
20242,suspicaz,Negativa
20243,susto,Negativa
20244,sustos,Negativa
20245,sustraer,Negativa
20246,sutileza,Negativa
20247,tabu,Negativa
20248,tacaña,Negativa
20249,tacañas,Negativa
20250,tacaño,Negativa
20251,tacaños,Negativa
20252,taimada,Negativa
20253,taimadas,Negativa
20254,taimado,Negativa
20255,taimados,Negativa
20256,taladros,Negativa
20257,tambaleada,Negativa
20258,tambaleadas,Negativa
20259,tambaleado,Negativa
20260,tambaleados,Negativa
20261,tambaleante,Negativa
20262,tambalearse,Negativa
20263,tardia,Negativa
20264,tardias,Negativa
20265,tardio,Negativa
20266,tardios,Negativa
20267,tartamudea,Negativa
20268,tartamudeo,Negativa
20269,tartamudeos,Negativa
20270,tediosa,Negativa
20271,tediosamente,Negativa
20272,tediosas,Negativa
20273,tedioso,Negativa
20274,tediosos,Negativa
20275,temeraria,Negativa
20276,temerarias,Negativa
20277,temerario,Negativa
20278,temerarios,Negativa
20279,temeridad,Negativa
20280,temerosa,Negativa
20281,temerosas,Negativa
20282,temeroso,Negativa
20283,temerosos,Negativa
20284,temible,Negativa
20285,temores,Negativa
20286,tempestad,Negativa
20287,tempestuosa,Negativa
20288,tempestuosas,Negativa
20289,tempestuoso,Negativa
20290,tempestuosos,Negativa
20291,tensa,Negativa
20292,tensas,Negativa
20293,tension,Negativa
20294,tenso,Negativa
20295,tensos,Negativa
20296,tentacion,Negativa
20297,tentativa,Negativa
20298,tentativamente,Negativa
20299,tentativas,Negativa
20300,tentativo,Negativa
20301,tentativos,Negativa
20302,tergiversacion,Negativa
20303,terribilidad,Negativa
20304,terrible,Negativa
20305,terriblemente,Negativa
20306,terror,Negativa
20307,terrorismo,Negativa
20308,terrorismos,Negativa
20309,testar,Negativa
20310,testaruda,Negativa
20311,testarudas,Negativa
20312,testarudez,Negativa
20313,testarudo,Negativa
20314,testarudos,Negativa
20315,tibia,Negativa
20316,tibias,Negativa
20317,tibio,Negativa
20318,tibios,Negativa
20319,tiburon,Negativa
20320,timida,Negativa
20321,timidas,Negativa
20322,timidez,Negativa
20323,timido,Negativa
20324,timidos,Negativa
20325,timo,Negativa
20326,timos,Negativa
20327,tiquismiquis,Negativa
20328,tirana,Negativa
20329,tiranas,Negativa
20330,tirania,Negativa
20331,tiranica,Negativa
20332,tiranicamente,Negativa
20333,tiranicas,Negativa
20334,tiranico,Negativa
20335,tiranicos,Negativa
20336,tiranizar,Negativa
20337,tirano,Negativa
20338,tiranos,Negativa
20339,tirante,Negativa
20340,tiritar,Negativa
20341,tiron,Negativa
20342,titeres,Negativa
20343,tocacojones,Negativa
20344,tocones,Negativa
20345,tonta,Negativa
20346,tontas,Negativa
20347,tonterias,Negativa
20348,tonto,Negativa
20349,tontos,Negativa
20350,torcida,Negativa
20351,torcidas,Negativa
20352,torcido,Negativa
20353,torcidos,Negativa
20354,torpe,Negativa
20355,torpeza,Negativa
20356,tortuosa,Negativa
20357,tortuosamente,Negativa
20358,tortuosas,Negativa
20359,tortuoso,Negativa
20360,tortuosos,Negativa
20361,tortura,Negativa
20362,torturada,Negativa
20363,torturadas,Negativa
20364,torturado,Negativa
20365,torturados,Negativa
20366,torturar,Negativa
20367,tosca,Negativa
20368,toscas,Negativa
20369,tosco,Negativa
20370,toscos,Negativa
20371,toston,Negativa
20372,totalitaria,Negativa
20373,totalitarias,Negativa
20374,totalitario,Negativa
20375,totalitarios,Negativa
20376,toxica,Negativa
20377,toxicas,Negativa
20378,toxico,Negativa
20379,toxicos,Negativa
20380,tragedia,Negativa
20381,tragica,Negativa
20382,tragicamente,Negativa
20383,tragicas,Negativa
20384,tragico,Negativa
20385,tragicos,Negativa
20386,traicion,Negativa
20387,traiciona,Negativa
20388,traicionando,Negativa
20389,traicionar,Negativa
20390,traicionera,Negativa
20391,traicioneras,Negativa
20392,traicionero,Negativa
20393,traicioneros,Negativa
20394,traiciones,Negativa
20395,traidor,Negativa
20396,traidora,Negativa
20397,traidoramente,Negativa
20398,trampa,Negativa
20399,tramposa,Negativa
20400,tramposas,Negativa
20401,tramposo,Negativa
20402,tramposos,Negativa
20403,transexual,Negativa
20404,transgredir,Negativa
20405,transgresion,Negativa
20406,transgresor,Negativa
20407,trapacera,Negativa
20408,trapaceras,Negativa
20409,trapacero,Negativa
20410,trapaceros,Negativa
20411,trapacista,Negativa
20412,traqueteaba,Negativa
20413,trastabillar,Negativa
20414,traste,Negativa
20415,trastes,Negativa
20416,trastorna,Negativa
20417,trastornar,Negativa
20418,trastorno,Negativa
20419,trastornos,Negativa
20420,trauma,Negativa
20421,traumatica,Negativa
20422,traumaticamente,Negativa
20423,traumaticas,Negativa
20424,traumatico,Negativa
20425,traumaticos,Negativa
20426,traumatizados,Negativa
20427,traumatizar,Negativa
20428,travesura,Negativa
20429,traviesa,Negativa
20430,traviesas,Negativa
20431,travieso,Negativa
20432,traviesos,Negativa
20433,trepidacion,Negativa
20434,triste,Negativa
20435,tristemente,Negativa
20436,tristeza,Negativa
20437,tristisima,Negativa
20438,tristisimas,Negativa
20439,tristisimo,Negativa
20440,tristisimos,Negativa
20441,trivial,Negativa
20442,trivializar,Negativa
20443,trompicones,Negativa
20444,tropeza,Negativa
20445,tropezar,Negativa
20446,tropezas,Negativa
20447,tropezo,Negativa
20448,tropezos,Negativa
20449,tropiezos,Negativa
20450,truan,Negativa
20451,trucadas,Negativa
20452,truco,Negativa
20453,trucos,Negativa
20454,truhan,Negativa
20455,tumulto,Negativa
20456,tumultos,Negativa
20457,tumultuosa,Negativa
20458,tumultuosas,Negativa
20459,tumultuoso,Negativa
20460,tumultuosos,Negativa
20461,turbia,Negativa
20462,turbias,Negativa
20463,turbio,Negativa
20464,turbios,Negativa
20465,turbulenta,Negativa
20466,turbulentas,Negativa
20467,turbulento,Negativa
20468,turbulentos,Negativa
20469,uf,Negativa
20470,ulterior,Negativa
20471,ultimatum,Negativa
20472,ultimatums,Negativa
20473,ultradura,Negativa
20474,unilateral,Negativa
20475,unilateralismo,Negativa
20476,unilateralismos,Negativa
20477,urgente,Negativa
20478,usada,Negativa
20479,usadas,Negativa
20480,usado,Negativa
20481,usados,Negativa
20482,usurpador,Negativa
20483,usurpar,Negativa
20484,vacia,Negativa
20485,vacias,Negativa
20486,vacilante,Negativa
20487,vacio,Negativa
20488,vacios,Negativa
20489,vaga,Negativa
20490,vagabunda,Negativa
20491,vagabundas,Negativa
20492,vagabundo,Negativa
20493,vagabundos,Negativa
20494,vagas,Negativa
20495,vago,Negativa
20496,vagos,Negativa
20497,vaguedad,Negativa
20498,vana,Negativa
20499,vanamente,Negativa
20500,vanas,Negativa
20501,vanidad,Negativa
20502,vanidosa,Negativa
20503,vanidosas,Negativa
20504,vanidoso,Negativa
20505,vanidosos,Negativa
20506,vano,Negativa
20507,vanos,Negativa
20508,vehemente,Negativa
20509,vehementemente,Negativa
20510,vejacion,Negativa
20511,vejar,Negativa
20512,vejestoria,Negativa
20513,vejestorias,Negativa
20514,vejestorio,Negativa
20515,vejestorios,Negativa
20516,veneno,Negativa
20517,venenos,Negativa
20518,venenosa,Negativa
20519,venenosamente,Negativa
20520,venenosas,Negativa
20521,venenoso,Negativa
20522,venenosos,Negativa
20523,venganza,Negativa
20524,vengar,Negativa
20525,vengativa,Negativa
20526,vengativamente,Negativa
20527,vengativas,Negativa
20528,vengativo,Negativa
20529,vengativos,Negativa
20530,ventosa,Negativa
20531,vergonzosa,Negativa
20532,vergonzosamente,Negativa
20533,vergonzosas,Negativa
20534,vergonzoso,Negativa
20535,vergonzosos,Negativa
20536,verguenza,Negativa
20537,vertedero,Negativa
20538,vertederos,Negativa
20539,vestigios,Negativa
20540,vibora,Negativa
20541,vibra,Negativa
20542,vibracion,Negativa
20543,vibrada,Negativa
20544,vibradas,Negativa
20545,vibrado,Negativa
20546,vibrados,Negativa
20547,vibrando,Negativa
20548,vibrar,Negativa
20549,viciada,Negativa
20550,viciadas,Negativa
20551,viciado,Negativa
20552,viciados,Negativa
20553,vicio,Negativa
20554,vicios,Negativa
20555,viciosa,Negativa
20556,viciosamente,Negativa
20557,viciosas,Negativa
20558,vicioso,Negativa
20559,viciosos,Negativa
20560,victima,Negativa
20561,victimizar,Negativa
20562,vieja,Negativa
20563,viejas,Negativa
20564,viejo,Negativa
20565,viejos,Negativa
20566,vil,Negativa
20567,vileza,Negativa
20568,vilipendiar,Negativa
20569,vilipendio,Negativa
20570,vilipendios,Negativa
20571,villana,Negativa
20572,villanamente,Negativa
20573,villanas,Negativa
20574,villano,Negativa
20575,villanos,Negativa
20576,vilmente,Negativa
20577,violacion,Negativa
20578,violada,Negativa
20579,violador,Negativa
20580,violadores,Negativa
20581,violando,Negativa
20582,violar,Negativa
20583,violenta,Negativa
20584,violentamente,Negativa
20585,violentas,Negativa
20586,violento,Negativa
20587,violentos,Negativa
20588,virulencia,Negativa
20589,virulenta,Negativa
20590,virulentamente,Negativa
20591,virulentas,Negativa
20592,virulento,Negativa
20593,virulentos,Negativa
20594,virus,Negativa
20595,vituperar,Negativa
20596,vociferante,Negativa
20597,vociferar,Negativa
20598,volatil,Negativa
20599,volatilidad,Negativa
20600,voluble,Negativa
20601,vomitada,Negativa
20602,vomitadas,Negativa
20603,vomitado,Negativa
20604,vomitados,Negativa
20605,vomitar,Negativa
20606,vomito,Negativa
20607,vomitos,Negativa
20608,vulgar,Negativa
20609,vulgarizar,Negativa
20610,vulnerable,Negativa
20611,zangana,Negativa
20612,zanganas,Negativa
20613,zangano,Negativa
20614,zanganos,Negativa
20615,zombi,Negativa
20616,zoquete,Negativa
20617,zorra,Negativa
20618,zorras,Negativa
20619,zorro,Negativa
20620,zorros,Negativa
20621,zozobrar,Negativa
20622,zumbido,Negativa
20623,zumbidos,Negativa
20624,abiertamente,Positiva
20625,abrazo,Positiva
20626,abrazos,Positiva
20627,absorbente,Positiva
20628,absorbentes,Positiva
20629,absuelta,Positiva
20630,absueltas,Positiva
20631,absuelto,Positiva
20632,absueltos,Positiva
20633,abunda,Positiva
20634,abundancia,Positiva
20635,abundancias,Positiva
20636,abundante,Positiva
20637,abundantes,Positiva
20638,abundar,Positiva
20639,abundas,Positiva
20640,accesible,Positiva
20641,accesibles,Positiva
20642,aceptable,Positiva
20643,aceptables,Positiva
20644,aclamacion,Positiva
20645,aclamaciones,Positiva
20646,aclamada,Positiva
20647,aclamadas,Positiva
20648,aclamado,Positiva
20649,aclamados,Positiva
20650,aclamar,Positiva
20651,aclarar,Positiva
20652,acogedor,Positiva
20653,acogedores,Positiva
20654,acomodadiza,Positiva
20655,acomodadizo,Positiva
20656,acreditada,Positiva
20657,acreditadas,Positiva
20658,acreditado,Positiva
20659,acreditados,Positiva
20660,actualizable,Positiva
20661,actualizada,Positiva
20662,actualizadas,Positiva
20663,actualizado,Positiva
20664,actualizados,Positiva
20665,adaptable,Positiva
20666,adaptables,Positiva
20667,adaptado,Positiva
20668,adaptados,Positiva
20669,adaptar,Positiva
20670,adecuada,Positiva
20671,adecuadas,Positiva
20672,adecuado,Positiva
20673,adecuados,Positiva
20674,adelantamiento,Positiva
20675,adelantamientos,Positiva
20676,adelantar,Positiva
20677,adherirse,Positiva
20678,admirable,Positiva
20679,admirablemente,Positiva
20680,admirables,Positiva
20681,admiracion,Positiva
20682,admiraciones,Positiva
20683,admirador,Positiva
20684,admiradores,Positiva
20685,admirar,Positiva
20686,adorable,Positiva
20687,adorables,Positiva
20688,adoracion,Positiva
20689,adoraciones,Positiva
20690,adorada,Positiva
20691,adoradas,Positiva
20692,adorado,Positiva
20693,adorador,Positiva
20694,adoradores,Positiva
20695,adorados,Positiva
20696,adorando,Positiva
20697,adorar,Positiva
20698,adulacion,Positiva
20699,adulaciones,Positiva
20700,adulador,Positiva
20701,aduladores,Positiva
20702,adular,Positiva
20703,afabilidad,Positiva
20704,afabilidades,Positiva
20705,afable,Positiva
20706,afablemente,Positiva
20707,afables,Positiva
20708,afan,Positiva
20709,afanes,Positiva
20710,afectacion,Positiva
20711,afectaciones,Positiva
20712,afecto,Positiva
20713,afectos,Positiva
20714,afectuosamente,Positiva
20715,aficion,Positiva
20716,aficionada,Positiva
20717,aficionadas,Positiva
20718,aficionado,Positiva
20719,aficionados,Positiva
20720,aficiones,Positiva
20721,afinidad,Positiva
20722,afinidades,Positiva
20723,afirmacion,Positiva
20724,afirmaciones,Positiva
20725,afirmar,Positiva
20726,afirmativamente,Positiva
20727,afirmativo,Positiva
20728,afluencia,Positiva
20729,afluencias,Positiva
20730,afluente,Positiva
20731,afluentes,Positiva
20732,afortunada,Positiva
20733,afortunadamente,Positiva
20734,afortunadas,Positiva
20735,afortunado,Positiva
20736,afortunados,Positiva
20737,agil,Positiva
20738,agiles,Positiva
20739,agilidad,Positiva
20740,agilmente,Positiva
20741,agraciada,Positiva
20742,agraciadas,Positiva
20743,agraciado,Positiva
20744,agraciados,Positiva
20745,agradabilidad,Positiva
20746,agradabilisimo,Positiva
20747,agradable,Positiva
20748,agradablemente,Positiva
20749,agradables,Positiva
20750,agradecer,Positiva
20751,agradecida,Positiva
20752,agradecidas,Positiva
20753,agradecido,Positiva
20754,agradecimiento,Positiva
20755,aguda,Positiva
20756,agudas,Positiva
20757,agudeza,Positiva
20758,agudo,Positiva
20759,agudos,Positiva
20760,ahorra,Positiva
20761,ahorrador,Positiva
20762,ahorradora,Positiva
20763,ahorradoras,Positiva
20764,ahorrativa,Positiva
20765,ahorrativas,Positiva
20766,ahorrativo,Positiva
20767,ahorrativos,Positiva
20768,ahorro,Positiva
20769,ahorros,Positiva
20770,ajustable,Positiva
20771,ajustables,Positiva
20772,alabada,Positiva
20773,alabadas,Positiva
20774,alabado,Positiva
20775,alabados,Positiva
20776,alabando,Positiva
20777,alabanza,Positiva
20778,alabanzas,Positiva
20779,alcanzable,Positiva
20780,alcanzables,Positiva
20781,alcista,Positiva
20782,alcistas,Positiva
20783,alegrar,Positiva
20784,alegrarse,Positiva
20785,alegre,Positiva
20786,alegremente,Positiva
20787,alegres,Positiva
20788,alegria,Positiva
20789,alentador,Positiva
20790,alentadora,Positiva
20791,alentadoramente,Positiva
20792,alentadoras,Positiva
20793,alentadores,Positiva
20794,aleta,Positiva
20795,aleteo,Positiva
20796,aleteos,Positiva
20797,alivia,Positiva
20798,alivias,Positiva
20799,alivio,Positiva
20800,alivios,Positiva
20801,altruista,Positiva
20802,altruistas,Positiva
20803,alucinante,Positiva
20804,ama,Positiva
20805,amabilidad,Positiva
20806,amable,Positiva
20807,amablemente,Positiva
20808,amables,Positiva
20809,amada,Positiva
20810,amadas,Positiva
20811,amado,Positiva
20812,amados,Positiva
20813,amante,Positiva
20814,amas,Positiva
20815,ambiciosamente,Positiva
20816,ambicioso,Positiva
20817,ambiciosos,Positiva
20818,amenidad,Positiva
20819,amiga,Positiva
20820,amigable,Positiva
20821,amigablemente,Positiva
20822,amigables,Positiva
20823,amigas,Positiva
20824,amigo,Positiva
20825,amigos,Positiva
20826,amistad,Positiva
20827,amistades,Positiva
20828,amistosa,Positiva
20829,amistosas,Positiva
20830,amistoso,Positiva
20831,amistosos,Positiva
20832,amo,Positiva
20833,amor,Positiva
20834,amores,Positiva
20835,amorosa,Positiva
20836,amorosas,Positiva
20837,amoroso,Positiva
20838,amorosos,Positiva
20839,amplia,Positiva
20840,ampliamente,Positiva
20841,amplias,Positiva
20842,amplio,Positiva
20843,amplios,Positiva
20844,angel,Positiva
20845,angeles,Positiva
20846,angelical,Positiva
20847,angelicales,Positiva
20848,animada,Positiva
20849,animadas,Positiva
20850,animado,Positiva
20851,animados,Positiva
20852,animar,Positiva
20853,animo,Positiva
20854,animos,Positiva
20855,apasionada,Positiva
20856,apasionadamente,Positiva
20857,apasionadas,Positiva
20858,apasionado,Positiva
20859,apasionados,Positiva
20860,apelar,Positiva
20861,aplaudir,Positiva
20862,apoteosis,Positiva
20863,apoyada,Positiva
20864,apoyadas,Positiva
20865,apoyado,Positiva
20866,apoyados,Positiva
20867,apoyar,Positiva
20868,apoyo,Positiva
20869,aprecia,Positiva
20870,apreciable,Positiva
20871,apreciada,Positiva
20872,apreciadas,Positiva
20873,apreciado,Positiva
20874,apreciados,Positiva
20875,apreciar,Positiva
20876,aprecias,Positiva
20877,apreciativa,Positiva
20878,apreciativamente,Positiva
20879,apreciativas,Positiva
20880,apreciativo,Positiva
20881,apreciativos,Positiva
20882,aprecio,Positiva
20883,aprecios,Positiva
20884,aprobacion,Positiva
20885,aprobaciones,Positiva
20886,aprobada,Positiva
20887,aprobadas,Positiva
20888,aprobado,Positiva
20889,aprobados,Positiva
20890,aprobar,Positiva
20891,apropiada,Positiva
20892,apropiado,Positiva
20893,archiconocida,Positiva
20894,archiconocido,Positiva
20895,ardiente,Positiva
20896,ardientemente,Positiva
20897,ardientes,Positiva
20898,armonia,Positiva
20899,armoniosa,Positiva
20900,armoniosamente,Positiva
20901,armonioso,Positiva
20902,armonizar,Positiva
20903,armonizare,Positiva
20904,articular,Positiva
20905,asegurada,Positiva
20906,aseguradas,Positiva
20907,asegurado,Positiva
20908,asegurados,Positiva
20909,asegurando,Positiva
20910,asegurar,Positiva
20911,asequible,Positiva
20912,asequibles,Positiva
20913,asombrosa,Positiva
20914,asombrosas,Positiva
20915,asombroso,Positiva
20916,asombrosos,Positiva
20917,aspiracion,Positiva
20918,aspiraciones,Positiva
20919,astutamente,Positiva
20920,atenta,Positiva
20921,atentas,Positiva
20922,atento,Positiva
20923,atentos,Positiva
20924,atestiguar,Positiva
20925,atraccion,Positiva
20926,atracciones,Positiva
20927,atractiva,Positiva
20928,atractivas,Positiva
20929,atractivo,Positiva
20930,atractivos,Positiva
20931,atraer,Positiva
20932,atrevida,Positiva
20933,atrevidamente,Positiva
20934,atrevidas,Positiva
20935,atrevido,Positiva
20936,atrevidos,Positiva
20937,audible,Positiva
20938,auge,Positiva
20939,autentica,Positiva
20940,autenticas,Positiva
20941,autentico,Positiva
20942,autenticos,Positiva
20943,autodeterminacion,Positiva
20944,autodeterminaciones,Positiva
20945,autoestima,Positiva
20946,autonoma,Positiva
20947,autonomas,Positiva
20948,autonomo,Positiva
20949,autonomos,Positiva
20950,autorizada,Positiva
20951,autorizadas,Positiva
20952,autorizado,Positiva
20953,autorizados,Positiva
20954,autorizar,Positiva
20955,autosuficiencia,Positiva
20956,autosuficiente,Positiva
20957,avalanda,Positiva
20958,avalandas,Positiva
20959,avalando,Positiva
20960,avalandos,Positiva
20961,avances,Positiva
20962,avanzada,Positiva
20963,avanzadas,Positiva
20964,avanzado,Positiva
20965,avanzados,Positiva
20966,aventurera,Positiva
20967,aventureras,Positiva
20968,aventurero,Positiva
20969,aventureros,Positiva
20970,avidamente,Positiva
20971,avido,Positiva
20972,avidos,Positiva
20973,ayudada,Positiva
20974,ayudadas,Positiva
20975,ayudado,Positiva
20976,ayudados,Positiva
20977,ayudando,Positiva
20978,barato,Positiva
20979,baratos,Positiva
20980,batallador,Positiva
20981,belleza,Positiva
20982,bellezas,Positiva
20983,bendecida,Positiva
20984,bendecidas,Positiva
20985,bendecido,Positiva
20986,bendecidos,Positiva
20987,bendecir,Positiva
20988,bendicion,Positiva
20989,bendiciones,Positiva
20990,benefactor,Positiva
20991,benefactores,Positiva
20992,beneficiaria,Positiva
20993,beneficiarias,Positiva
20994,beneficiario,Positiva
20995,beneficiarios,Positiva
20996,beneficias,Positiva
20997,beneficio,Positiva
