sentence,vote
cuesta 0 $ defender el nombre de tu amigo cuando no está eh,Positiva
Para hablar de la muerte hay que vivirla.,Negativa
"Ay, la primavera en Coto del Rey! https://t.co/dQVFFAlrI3",Positiva
@mercartes Quiero trasladaros todo el apoyo e impulso desde @fempcomunica. El sector de las artes escénicas y la música ha sido uno de los más afectados por las consecuencias del COVID. Ahora más que nunca es necesario el apoyo y la unidad de acción de las administraciones públicas.,Negativa
"#23Mar 🇻🇪🦠 Este domingo, dos periodistas venezolanas fallecieron por complicaciones con el COVID-19 en el estado Zulia.

#SomosFronteraViva 

https://t.co/mCtOjs3QnU",Negativa
"#FelizMartesATodos un café ☕ y muchas bendiciones para ti, tu que lees esto! 💚💚💚💚 https://t.co/KqRTegQWmH",Positiva
#ATENCIÓN | Bus interprovincial se estrelló contra una casa; pasajeros heridos » https://t.co/GWOi2ykGGS https://t.co/W0DPzcKQP1,Negativa
"La Cerveza del Viernes: Parrapas
Style: Double IPA
Alc. 8% Vol. 33cl. IBU’s n/a
Brewery: @Saltusgaragardo
Discovery Box initial6 de Marzo vía @BeersToHome
https://t.co/c0Nw7FXZif
#Murgia #Álava #Spain 
@guilleiwd @Luis1978LS @josefuentesdp @birrasommelier @HopticalA @smerino1204 https://t.co/KNa9OuzOwp",Neutra
"«Lo desnudaron y golpearon con un rifle: “Me dijeron: vamos a jugar un juego […] Se llama electrocución” Le administraron choques en abdomen, pene, nalgas, espalda: “Sentí como si mis tímpanos fueran a explotar”» Caso Barlovento https://t.co/A2BRwlmetg",Negativa
"@PabloIglesias El día que aprendamos que el PPCorrupto y casi toda la derecha, ni se han leído la constitución y solo la usan para su trama corrupta y beneficio propio, no nos alarmaremos tanto acciones. El PPcorrupto gobierna solo para delinquir, es una trama corruPPta y mafiosa. NADA MAS.",Negativa
"🙍 Las personas con obesidad que son hospitalizadas con COVID-19 tienen una tasa significativamente mayor de ingresos en la UCI y una mayor duración de la estancia en ella en comparación con las personas con un índice de masa corporal normal

https://t.co/SpyxuPkhUO",Negativa
"ÚLTIMA HORA:
AstraZeneca podría haber dado datos obsoletos en los estudios de su vacuna en EE.UU., dice el Instituto Nacional de Enfermedades Infecciosas
https://t.co/uIgmnJCiX7 https://t.co/H5o4yBzjWz",Negativa
"Probad a vivir ignorando a 
TeleCirco, a Irene y a Pablo...

Sí se puede.",Positiva
"Si sos piba y hoy venías en el 181 o 183 en la tarde, y ayudaste a otra piba que hizo una convulsión y la acompañaste hasta que vino la ambulancia, gracias por no dejarme sola 💜",Positiva
"@Rubiu5 Dijo él desde ANDORRA. País al que te fuiste para pagar menos impuestos. Esto también es EGO, y avaricia.",Negativa
tengo una obsesión tantísima con estar todo el día con la lima en la mano mientras hago mis cosas de clase y estar mejorando o perfeccionando 24/7 las uñas,Positiva
"@Liz_Durkheim Que ya hemos aprendido a poner el huerto, poco a poco xD",Positiva
"Buenos días 💗
#LaMiniaturaDelDia es este pequeño retrato de Dora Maar que realizó Pablo Picasso como regalo a la fotógrafa, tras  una discusión. Dora conservó la obra, inserta en un curioso anillo, hasta su muerte en 1997. Se subastó en Sotheby's en 2017 💍 https://t.co/QUs3jbZMIh",Neutra
"@Martadpp Es que ya se sabe, Madrid contagia siempre, los que viven, los entrantes y salientes. En otras partes no hay Covid si no les sopla un madrileño",Negativa
"Profe: Al próximo que se ría le expulso de clase

*Me volteo a ver al Mati*

El Mati: https://t.co/438jddGt2j",Negativa
"Quedará para la historia:
22 años después, con lo pelos, el hocico, la patas, las orejas y el rebuznar, que ha acabado con la economía, con los medios de producción, con la educación, la vida normal y la salud, se niegan a decir: esto es comunismo bananero.
Pasa q son socialistas",Negativa
"Dice Isa Serra que Ayuso ha jugado con la vida de los madrileños abriendo el Zendal en plena pandemia. Sólo ha sido un hospital que ha salvado cientos de vidas, lo mejor es hacer como las enfermeras de podemos que se manifiestan por el café,esas sí que luchan por el pueblo.",Positiva
El motochorro que liquidó a la.psicóloga en Ramos Mejia había sido liberado por la pandemia. Liberar la muerte. Y arrasar la vida.,Negativa
Hace unos meses nos decían exageradas por alertar sobre el borrado de la palabra para nombrarnos; hoy ya es mainstream https://t.co/BFfRHMVLNf,Negativa
Los gansitos ya no saben igual o ya me dio otra vez covid?,Negativa
"Los herederos de ETA se quejan de que le llamemos herederos, no han heredado porque ETA no está muerta. Su jefe es Otegi el terrorista de ETA, así que de heredero nada. Yo con la sentencia del Supremo Bildu es ETA https://t.co/Ogg1a0hwC8",Negativa
CUANTO LE VA A COSTAR A URUGUAY PAGAR POR EL CAPRICHO BALCEDO. DEBERIAN PAGAR TODOS LOS GASTOS LOS RESPONSABLES DE LOS JUICIOS CON POCAS PRUEBAS.,Negativa
"El mito de Prometeo: la creencia de que la tecnociencia todo lo puede resolver está en la base del reduccionismo autoritario de nuestros gobiernos. Una vez más, es cuestión de vida o muerte https://t.co/dpzrOy9ypj",Neutra
"¿Tienes una avería y es de noche?

Recuerda ponerte el chaleco reflectante, puede ser la diferencia entre sufrir o no un atropello. Sin chaleco los coches te ven a 20 m con chaleco a 150.

Hay 130 m de diferencia entre la vida o la muerte. 

#SeguridadVial
https://t.co/IXB3bGSCvA",Negativa
"Hace unas semanas, varios medios publicaron foto y datos personales de una mujer a la que acusaban de ser la chica que lanzaba líquido inflamable a una furgoneta de la policía durante las protestas de Barcelona 

Tras varios días en prisión, hoy ha salido en libertad. No era ella https://t.co/37dOSD7X83",Negativa
No se podía no cagarse de risa con este nivel de comedia. https://t.co/adQ1Ftxa1J,Positiva
@hjsungshine espero que tengas un lindo día ( ◜‿◝ )♡,Positiva
@boredgrinch @jacklnn @Rob1Ram @Luisfelipe21Hm @Luiscav7 @710Santiago @2010MisterChip Esa champions la perdió el Barça xd,Negativa
"6 sacerdotes de la organización 'Legionarios de Cristo', entre ellos su fundador, abusaron de menores de edad entre 1941 y la actualidad. Los Abogados Cristianos no se han pronunciado, porque cagarse en Dios ofende su moral religiosa, pero violar niños no. https://t.co/bX2EYUZ3dQ",Negativa
Hoy hace un año se decretaba el ASPO para todos el país. Menos para la jefa que ese día viajó a Cuba y Tinelli a Esquel con su flia. y en avión privado. Yo NO me olvido,Negativa
Morir de risa es la única muerte que no da miedo.,Positiva
#RadicalContraLaCovid19 Que tenga una feliz noche 👍🏽@amelia74698445 @minga133 @Cristi57796821 @ItaloPsuv @arianamatoss51 @Oriana84804782 @1Elomega @liriodellano @profdeguariquen @20Venceremos @2021Luchadora @kfuenma @miriamc207931 @yasmi70 @GLENDYS6578,Positiva
"Por hechos como los #VacunadosVip es que soy afín al marxismo. En el punto de mayores contradicciones sociales, donde se juega la propia supervivencia, las clases dominantes -locales y globales- no tienen ninguna vergüenza en demostrar ""quién manda"" y a ""quién se vacuna primero"".",Positiva
"Yo no me metería con el Fandom de FIFA eh, son gente peligrosa, os dejo un ejemplo de los bros de mi chat: https://t.co/t0wKSmhVCJ",Negativa
"Día - cargadito -  de idas y venidas. 

Una cosa terminada, otra cosa termindada, y a hacer otra cosa y ....

más.",Positiva
Tremendo ninguneo del PP a Vox. Negocian con sus tres expulsados darles la Consejería de educación a cambio de mantener a Lopez Miras dos años. ¿Miedo a elecciones?,Negativa
"No miro la mierda por principio. Pero acabo de toparme aquí con un vídeo donde el falangista de las anchoas acusa a Albert Rivera de acercarse a “la derecha derecha”. Siniestro hipócrita, demagogo resabiado, gañán oportunista. Franquista con Franco y progre con Sánchez. Puaj.",Negativa
"📡Blink Outdoor | Cámara de seguridad HD inalámbrica y resistente a la intemperie
con 2 años de autonomía, detección de movimiento | 1 cámara 

💥*PRODUCTO DESTACADO DEL DIA*🔥

🚫 Antes: 119,99 💶
✅ Precio 89,99 💶(-25%)

🔗 Más info: https://t.co/4dWiAE8D4b https://t.co/JqbaQgnOes",Neutra
"Colando a  esta hora un rico cafe🇻🇪✨🇻🇪
#RadicalContraLaCovid19 🌐
@2021Luchadora @20Venceremos @20Mivzla @teffivzla26 @BEBANEGRA @Twitera74 @sikius21 @ch_cdg 
@GHA80633107 @guzzy_9 @rafaelc1926 @mozkovo @mercedeslouzaod @Alexand13510754   @avelinosalazar7 @eljirajara @yasmi70",Positiva
"@rosadiezglez @PSOE El señor Sánchez ejerce el poder que le ha otorgado el pueblo, que no se le olvide.",Neutra
"6 sacerdotes de la organización 'Legionarios de Cristo', entre ellos su fundador, abusaron de menores de edad entre 1941 y la actualidad. Los Abogados Cristianos no se han pronunciado, porque cagarse en Dios ofende su moral religiosa, pero violar niños no. https://t.co/bX2EYUZ3dQ",Negativa
LA RISA,Positiva
En mi opinión ayer roció dio una estocada de muerte! no solo a su ex también a sus hijos q son los q más sufren! ayer hizo q perdieran su medio de vida ! Que es el trabajo de su padre ! En los episodios de ayer no vi nada que justifique el abandono de sus hijos! #rocioyonotecreo,Negativa
"@joseprull Yo creo que se inspiró en vosotros. De hecho, creo que todo lo que pasa en el mundo, está inspirado en Catalunya y en el ""proces"". Así os va, y os irá. Poneos en manos de profesionales, os ayudarán a distinguir entre realidad y ficción.",Neutra
"Todo esto con un doble objetivo: 

- Blanquear y justificar las violentas marchas que se van a celebrar este finde semana convocadas por la ultraizquierda.

- Promover la candidatura de Pablo Iglesias en lugar de hablar de los 100 millones de muertos de las dictaduras comunistas.",Negativa
"Un matón de metro noventa y casi cien kilos de peso entra en el bar, le da un puñetazo a la barra y pregunta con voz amenazante:
—¿QUIÉN ES JUAN?
Un tipo delgadito y bajito se levanta de una de las mesas, apurando su cerveza, y contesta.
—Yo soy Juan, ¿pasa algo?",Negativa
"El PP llama ""comunismo"" a la Constitución española https://t.co/fNsAGSbyMn",Neutra
No se va a poner a follar en el escenario porque no puede pero que miedo nano https://t.co/fKWBSyMbhh,Positiva
"@RosaTolerante Los que votan por Veronica, aun creen en esa ""revolución de los 60's"" que no entienden pero que anhelan solo porque no están contentos con el actual modelo. Van a llevar al país al desastre económico y luego al social, el comunismo siempre ha llevado a eso. Miren a Argentina. 🙄",Negativa
Buenos dias @Epson_ES me podrian decir que ocurre con el Stock de las SC-F100? Llevo 1 mes con una reservada que supuestamente entraba a uno de vuestros distribuidores hoy y me dicen que aun ni han sido enviadas por vuestra parte...,Neutra
"Están bajando las fotos que subieron por ordenes de arriba seguramente.
Estamos nosotros para subirlas hasta el cansancio, para recordar el genocidio a nuestros mayores https://t.co/ijaMa6hA15",Neutra
"Feliz Lunes Tropa 💛💙❤️
Continuamos impulsando 📲
¡LA ETIQUETA DEL DIA! 🔽
#RadicalContraLaCovid19 

@CarnetDLaPatria @Mippcivzla @PaolaPSUV @SobrePC @yasmi70 @ch_cdg @JormanLeon5 @ItaloPsuv @20Mivzla @Joanagonzalez32 @Rodi22095 @FalconYohandy @Jhon11Silva @Alexand13510754",Positiva
"😫No tengo tiempo
🤯No sé x dónde empezar
😰Esto está lleno de trolls

Tenemos la solución! Apúntate a nuestro curso por mensaje de texto, y recibirás en tu 📲 los recursos básicos para protegerte frente al odio y la desinformación en redes sociales

INFO https://t.co/wHrekhAblJ https://t.co/YjMRLiNoOs",Positiva
perdóname Dios por estar triste teniéndolo todo,Positiva
Toda la semana sin tomar una gota de cerveza 💪🏼💪🏼,Negativa
@aletopito Heyyy amiga... tú le vas a prestar tu tarjeta de crédito para pedir por delivery a quienes no puedan ir a comprar en la semana?,Neutra
"Enjuanes prevé que su vacuna estará lista en un año. “Saldremos más tarde, pero con todo actualizado”, afirma. Se refiere, por ejemplo, a que en los ensayos han incorporado las mutaciones de las variantes del SARS-CoV-2 de Reino Unido, Sudáfrica y Brasil
➡️https://t.co/QPMH63wtXu https://t.co/Sy924nNsMW",Positiva
"Compartimos el XXI Dictamen del Observatorio de la Dependencia de la asociación de @Ascdiresociales según el último informe, la tardanza en las listas de espera tiene como consecuencia ""el fallecimiento de 152 personas al día"". 

Toda la información: https://t.co/bVQGyOqXn0 https://t.co/dtB9VUN7es",Negativa
"Esta noche ponen en La2 ""La Vida de Brian"". 

Si esta peli se hiciese en la España de hoy, el director estaría imputado por ofensa a los sentimientos religiosos, los actores boicoteados en las cadenas y tertulianos muy solemnes dirían que no había necesidad de esta provocación. https://t.co/vKrQeWl8vb",Negativa
"para los ofendiditos:

Mi abuela era andaluza ( Pedroche ). Vino aqui con 18 años. Nunca le oi decir que vino aqui a levantar Catalunya. Si le oi decir que los señoritos de ahi eran unas grandes hijos de puta.

Bueno...necesitaba decirlo...sin mas",Negativa
"Pasaba por acá para contar que a mi hermana @connieballarini la rajaron de Radio Metro después de 1 mes de trabajo, por teléfono y durante el aislamiento por COVID-19 (contacto estrecho de un compañero de la radio). Cómo no accedió a ir a la radio, AFUERA. 

Así no gente.",Negativa
"En muchos lugares se sigue trabajando sin distancias y sin tapabocas. Hay gente que no cree en esta pandemia. La muerte de @Andresabt nos dio una cachetada y nos muestra que la gente joven y sana también muere de COVID 19. No aflojemos medidas, x nosotros y x  los demás.",Negativa
que cojones le han hecho twitter a una skin d fornite https://t.co/K599yyFYBT,Neutra
"Como en cada artículo, cada día, @pradeoms (Javier Sampedro), nos alegra la jornada con su dosis de buenos augurios. https://t.co/4ELM5W4Nut",Negativa
"@JuanMa_Moreno @alferma1 Para una Andalucía mejor???? 
Tirando a la calle a más de800 familias.
Lucharemos por conseguí nuestra derechos.
#InterinosdeUsaryTirarJA
Yo no hice la convocatoria, solo trabajé para sacar Andalucía hacia delante en tiempos de covid
@eliasbendodo @JuanMa_Moreno",Positiva
"🔴 Cataluña registra un aumento de casos de coronavirus.  Se han diagnosticado 1.211 nuevos contagios y 26 muertes con la COVID-19. 

https://t.co/h9K1JyCAHv",Negativa
Comunismo / Libertad https://t.co/E1CT7hvnuA,Positiva
"@AdriandeToribio Siguiendo la estela de Ragnarok, normal que no haya xD",Neutra
@LaQuisquillossa Hoybtenemos que aprovechar la fiesta para adelantar cosas y mañana tener la tarde libre. #SenÇalKapımı #EdSer #KeremBürsin #HandeErçel #HanKer #SerkanBolat #EdaYildiz #EnPır #WeLoveYouFerit,Positiva
"Los que contribuyeron a hundir al país anuncian que intentarán convencer a los jóvenes para que voten por el regreso del régimen corrupto y saqueador.
Contra esta amnesia inducida realizamos cada noche el PaseDeLista, 9pm, un ejercicio de memoria para no olvidar lo que hicieron. https://t.co/GqYpoIDW3f",Positiva
"Martínez Somalo colabora con el Campeonato Riojano de FP #RiojaSkills.
Noticia: https://t.co/7tZrBbxXrQ

¡Mucha suerte a los participantes! https://t.co/YWHG9Q8WMt",Positiva
"""El necio muestra enseguida su enojo; el prudente pasa por alto la ofensa"".
Rey Salomón 
#Fuedicho https://t.co/vwiV6GUKJa",Positiva
"Me acaban de decir que le parece triste que yo viaje solo, vaya a la playa solo y haga todo solo...

A mi me parece más triste dejar de hacer las cosas que te gustan esperando por la compañía de alguien, el ""no puedo, no tengo con quién"" 🤷🏾‍♂️",Positiva
"“El viaje y la distancia no han sido ningún alivio, simplemente una especie de punto de
vigilia desde donde descubrir y juzgar, admitir finalmente que estoy perdida.
Que he perdido la fe”.

Kate Millett.",Negativa
Vamos tuiteros q la noche apenas comienza #RadicalContraLaCovid19 @rutiliorevol @Jorgepu0102 @Adrin75403082 @tuiterapsuv @francispineda48 @MaraTArvelo1 @AliciaLuciaM1 @Yasmin21009013 @amelia74698445 @mis3hijaslindas @quiskillosa,Neutra
"🍃🐼#RadicalContraLaCovid19🐼🍃
FELIZ NOCHE TWITTEROS✅
@ch_cdg @Jonatha718 @ALEXGAR999 @yasmi70 @Marcos7219 @Alvaro6769 @CarlosG86569847 @GLENDYS6578 @guzzy_9 @mercedeslouzaod @guerrerot1234 @GuerreroOtro @luiscarrillo66 @Alexand13510754 @JosRamo15374906 @Jackyal12 @andresresoes",Neutra
"➰ Aprovechando que hay tanta gente hablando del maltrato psicológico y de mujeres que se callan durante años voy a contar otra vez mi experiencia.

Yo en 2010 me enamoré de un hombre y me fui a vivir a Galicia. Me fui con él. Dejé todo; a mis padres, mi madre enferma, a mi gato",Negativa
"Detectan dos casos COVID en la escuela Ángel D. Rojas
https://t.co/wsNkS1blr3",Negativa
"Estoy bien, aunque falto de café. https://t.co/OUI2tgf2S3",Positiva
"Nuevos guaracheros de la familia Castro Espín
Raúl Alejandro y Fidel Ernesto Castro Calis en el cumpleaños de Raúl en 2017 en La Marina Hemingway y con su madre Marieta Calis y la abuela en una cata de habanos de un restaurante de La Habana Vieja en 2019 https://t.co/1b0J7P6cu0",Positiva
"🎥""El Señor de los Anillos: el retorno del Rey""

🎬(Peter Jackson, 2003) https://t.co/6RNinTRprj",Neutra
FELIZ DÍA DEL PADRE https://t.co/H4zu9useET,Positiva
"@GuillermoDiazCs @chicadepueblos @GirautaOficial Limitarse a un centenar siempre obliga a elegir y a dejar fuera muchas esenciales. Quizá es en la parte final donde se puede disentir más, y se podría hacer una lista de 100 sólo de los años 80 hasta la actualidad.",Neutra
"Bien @DavidCabrero 

Un año esquivando la covid-19 https://t.co/zdJkViFCVR",Positiva
"VOX remitirá ante la Fiscalía Anticorrupción el rescate con 53 millones de euros de la aerolínea chavista Plus Ultra 
https://t.co/DF3HZHDi1Q",Positiva
"El Pte @luisabinader dice q no puede imponer su criterio en el Congreso de la República ¿qué es lo q ha venido sucediendo? pero es un gancho en contra las IGLESIAS y del @Arquidiocesisd Para dejar en libre elección dicha aprobación ¿quién tiene mayoría? FARSANTES, SIMULADORES.",Negativa
#RadicalContraLaCovid19 Bendecida Noche Guerre@s @WillyMey6 @delvall06549286 @Alberto62716868 @Tallo_Lopez79  @ysrrael55973879 @Ney_f18 @karfuenma @OliverosRomerঔ@will6942ঔ@ch_cdgঔ@Jackyal12 @TorrezArelis @Dany49971034ঔ@ItaloPsuvঔ@Mercede718ঔ@luiscarrillo66ঔ@amelia74698445ঔ https://t.co/hiVWXGSLLD,Positiva
"🗣️ ¡𝐄𝐒 𝐂𝐎𝐍𝐓𝐈𝐆𝐎!✍️🇻🇪
Atención para pacientes que quedaron con secuelas tras superar la Covid-19.
La lucha por el resguardo de la salud no se detiene.
#RadicalContraLaCovid19 https://t.co/9VbLEBb8KE",Positiva
"@K4RZER_ la vdd que si, yo fui a un M&amp;G y casi lloro",Neutra
"En @AndaluciaVOX jamás nos fiaremos del puñal naranja. 

👉🏻 @JuanMa_Moreno tendrá que explicar el porqué del pacto firmado entre PP y Cs para no aceptar tránsfugas. Quizá sea porque entre los socios de la @AndaluciaJunta no existe confianza alguna.

https://t.co/PTHVEzsYWm",Positiva
"🗞️@abalosmeco denuncia el ""bochornoso episodio del PP en Murcia comprando voluntades"".

""Lamento que no sientan vergüenza por la corrupción y se vanaglorien de ella”.

👩🏻‍💻 Más info sobre sus declaraciones tras la reunión de la CEF del #PSOE 🌹, en la web 👇
https://t.co/RANguTtDye https://t.co/niee7bjHj3",Positiva
"El asesino de María Rosa Daglio fue liberado de la cárcel, hace unos meses, con la excusa del COVID. Los jueces firmaron su sentencia de muerte. Creyeron que saldrían a hacer home office. Ya lo ven, su trabajo es matarnos. Ustedes son los responsables de la impunidad, del dolor.",Negativa
"En el PSOE somos conscientes que se precisa una relación distinta con el agua, reorientar su gobernanza para anticiparnos a los impactos del calentamiento 🌏

🤝El Gobierno trabaja en la nueva Política de Agua🤝

Nuestro manifiesto en el #DíaMundialDelAgua
https://t.co/mdC7ibogYS",Positiva
"Convocaron marchas de la Mujer, marchas Afro, tamborileadas barriales
Ya lograron el objetivo: record de casos, muertes y gente en CTI
Ahora veremos a dirigentes del FA y del PIT, diciendo q las medidas del Gobierno son incorrectas e insuficientes.
Pagina No.1 del manual zurdo https://t.co/rnXEHkAqo9",Negativa
"Se indignan y denuncian el pago “altísimo” a Arauz por sus años de servicio, si fuera por ellos le incautarían esos 27000, al puro estilo del comunismo radicalista.",Negativa
"""El problema del PP con el comunismo es que llaman comunismo a la Constitución. En la C. de Madrid tiene que haber un Gobierno que respete de una vez la Constitución""
¿Por qué la señora Ayuso cierra las comisiones de investigación? ¿Por qué las cierra?
@PabloIglesias
#Iglesiast5 https://t.co/U5nh1i9Aip",Negativa
"Comenzamos esta semana preocupados por la dura situación venezolana a causa de la nueva ola de #covid_19 y planteamos esta nueva investigación en #DesdeDondeSea: ¿Brasil, la bomba de tiempo sanitaria que amenaza a Venezuela y el mundo? Pérez Pirela analiza
https://t.co/8HIo8v6JeJ",Negativa
Cuando veo un porno con un socio y me dice que el actor la tiene normal https://t.co/bmAPbDA9jw,Neutra
"T. Mínima 1,0ºC 1022, 6 hPa, escarcha, despejado, Feliz Día Meteorológico Mundial. 
 @AEMET_CValencia @AlexMuozGarc 
 @cenayla @AlendaMavi @fran40tf  @crballesteros 
  @Fran_Lorenzo95  @rasalvi49  @ElisaSalaSalvad  @anamaria190977 @Pauquechu  @sibilafc @DelfinaMonfort https://t.co/pbrvAjDyKr",Neutra
"6 sacerdotes de la organización 'Legionarios de Cristo', entre ellos su fundador, abusaron de menores de edad entre 1941 y la actualidad. Los Abogados Cristianos no se han pronunciado, porque cagarse en Dios ofende su moral religiosa, pero violar niños no. https://t.co/bX2EYUZ3dQ",Negativa
Quiero una cerveza en maraña :(,Neutra
"Vivimos en un país donde hay quien piensa que subsidiar a una empresa española es incentivar inversión y libre mercado, mientras que subsidiar salud, educación y pensiones para los más pobres es llevar el país al comunismo.",Negativa
"En Guárico se mantienen activados el plan especial de brigadas de salud en empresas de procesamiento de alimentos

#RadicalContraLaCovid19

https://t.co/wzwwGDovof https://t.co/r93dGJbtoZ",Positiva
"@JesssMcFly @Gustavo__Olmos Perdón te crees superior porque vivís en Bolivia de Europa, muchos de los que nos quedamos y producimos vamos solo de viaje a esa bosta, porque es más barata, me das mucha risa Sudaca",Neutra
"NCT DREAM COMEBACK. SERÁ MI PRIMER CB :') POR FIN PODRÉ VIVIR LA EMOCIÓN DE UNA ERA ARTE &lt;3",Neutra
"Este martes declaran María Dolores de Cospedal y Javier Arenas, el miércoles, Aznar y Rajoy y el jueves, Rato y Trillo en el juicio por la caja B. Pero los anticonstitucionalistas y el peligro son los de Podemos por querer cumplir la Constitución.",Positiva
"¿Por qué #China se ha convertido hoy en el gran fabricante y vendedor mundial de dos vacunas como la Sinopharm y Sinovac, sólo ha vacunado a menos del 2 % de su población? https://t.co/dtzaXM1QO8",Negativa
"#Salud Comirnaty de Pfizer-BioNTech, Moderna, Oxford-AstraZeneca y Janssen, ¿son eficaces las vacunas contra la COVID-19? ¿Cuál es la más eficaz? ¿Se han hecho bien los ensayos clínicos? ¿Cuál es la estrategia de vacunación? Aclaramos tus dudas 💉⬇️ https://t.co/8sMHrE1RMD",Positiva
¿queres ser mi cafe fijo en invierno?,Neutra
"Pablo Iglesias:: “llaman comunismo a la Constitución española. En la Comunidad de Madrid tiene que haber un gobierno que respete de una vez la Constitución”.

Habla de respeto el que decía lo “del papelito aquel de 1978” entre risas desde una herriko taberna. https://t.co/TBbgCYxbKW",Negativa
@GaRi_iiii Lo se lose aunque al final vino la FBI XD,Neutra
"ni ganas me dan de opinar sobre la razón por la que están cancelando a Charlie, es ridícula y hasta risa da, me meo",Neutra
El dólar en Argentina ya llegó a casi 92 pesos. Y ustedes que decían que no iba a pasar. Están comiendo polenta en vez de carne y la inflación sigue disparándose. Eso es lo que quieren con Arauz...,Neutra
"A axenda verde europea marca o camiño para o resto do mundo. Ante a magnitude dos desafíos ecolóxicos da humanidade, fai falta MÁIS AMBICIÓN e que os negacionistas encubertos como @FeijooGalicia evolucionen deixando atrás o ecopostureo. @el_pais. https://t.co/MRlWmnSxxs",Positiva
"Todo país que es secuestrado por el narcotráfico o corrientes ideológicas de izq en todas las variantes del comunismo termina igual Iván Núñez. Ocupan a la prensa y al pueblo para ""deshacerse"" de sus enemigos políticos...para luego seguir con la misma prensa y el propio pueblo...",Negativa
"ÚLTIMA HORA:
Completan los ensayos clínicos de Sputnik Light, la vacuna rusa contra el coronavirus de una sola inyección
https://t.co/so1L4J8XiB https://t.co/ujrASdEHfj",Positiva
"Acabo de hacer unos llaveritos de setas !! Están disponibles para la venta 🌺🌺✨✨

También podéis encargarme con el color que queráis !!

Os agradecería un RT para que llegue a más gente 🥺💖💖 https://t.co/EKv0U5sWez",Positiva
"En @AndaluciaVOX jamás nos fiaremos del puñal naranja. 

👉🏻 @JuanMa_Moreno tendrá que explicar el porqué del pacto firmado entre PP y Cs para no aceptar tránsfugas. Quizá sea porque entre los socios de la @AndaluciaJunta no existe confianza alguna.

https://t.co/PTHVEzsYWm",Positiva
"@CMonteroOficial Menos risa causa los bombardeos, bloqueos y guerras hechas por el gobierno de ese señor, esas inocentes y sin graves consecuencias caídas, son nada comparadas con las caídas que los EEUU le ha propinado a Pueblos enteros con invasiones, golpes de Estado y bombardeos humanitarios.",Negativa
"Hoy en Bolivia se celebra el Día del Mar, no se le ocurra siquiera esbozar una sonrisa, en Chile ayer estuvimos festejando el Día del Agua ...",Positiva
Romantizan 1 chingo lo q debería ser normal https://t.co/dcer0InfJV,Negativa
"Si sos piba y hoy venías en el 181 o 183 en la tarde, y ayudaste a otra piba que hizo una convulsión y la acompañaste hasta que vino la ambulancia, gracias por no dejarme sola 💜",Positiva
@ValencianMemes a muerte!,Negativa
"Hace unas semanas, varios medios publicaron foto y datos personales de una mujer a la que acusaban de ser la chica que lanzaba líquido inflamable a una furgoneta de la policía durante las protestas de Barcelona 

Tras varios días en prisión, hoy ha salido en libertad. No era ella https://t.co/37dOSD7X83",Positiva
#EstudiaFP Canarias ha publicado el proceso de admisión de alumnos en FP presencial para el próximo curso 2021/2022. Más información en su Consejería de Educación y aquí➡️https://t.co/o5q11CSGxe https://t.co/eMmZu2hMuO,Neutra
"Los mamertos le deseaban la cárcel a Uribe y la muerte cuando le dio covid, entonces por qué tengo que desear que se recupere el doble Hp hampón del Petro?",Negativa
FELIZ NOCHE✌❤✊ #RadicalContraLaCovid19 @WillyMey6 @7chiz @kfuenma @eljirajara @EmilyEduardo7 @emily_cambar @aspeaker66 @Alexand13510754 @albeikii @OliverosRomer @20Venceremos @20Mivzla @IrreverenteY @ipalatseroquel @chavez3489 @NegronMilena @yanirecord @ch_cdg👣👣💪👀,Positiva
"Gustavo Greco en conferencia de prensa se dedicó mas en mandarle mensaje al Presidente ( hasta meterse en la parte económica) que de dirigirse a los descerebrados que tamborilean ,que hacen ramblazos,las juntadas en el parque Rodo,como médico jamas ayudó en nada",Negativa
"El tío Porky aún no llega a la Presidencia pero ya está creando trabajo. 

Este 11 de Abril se decide 
¡¡Libertad o Comunismo!!
#RafaelEnPrimeraVuelta 
#CaminataDeLaEsperanza https://t.co/C2zFHhflD0",Positiva
"😠 Algunas personas irresponsables abandonan a sus gatos en colonias felinas cuando ya no los quieren, creyendo que allí estarán ""bien"".

⚠️ ¡Nada más lejos de la realidad! ☝️ Un gato acostumbrado a vivir en una casa no puede sobrevivir en la calle 😠 https://t.co/NZXaRkOeCI",Negativa
El motochorro que liquidó a la.psicóloga en Ramos Mejia había sido liberado por la pandemia. Liberar la muerte. Y arrasar la vida.,Negativa
"💉 Luis Enjuanes e Isabel Sola del @CNB_CSIC dirigen el desarrollo de un prototipo de vacuna autoamplificable que protegerá contra la infección y la transmisión del virus y sus variantes.

Su administración podría ser intranasal y de una sola dosis.

➡️ https://t.co/HtiPR6j5ys https://t.co/i10rEvrKDF",Positiva
"@luisalizcano98 Lo del Cucuta es el reflejo de lo que somos los Nortesantandereanos para el resto del país, no nos tienen en cuenta para nada y nuestros dirigentes mansos,  muestran más pertenencia gente que no nació aquí,  la triste realidad de nuestro terruño.",Negativa
"Dato económico del día:

1. En 2008 las personas jóvenes destinaban, de media, el 55,7% del sueldo al alquiler. En 2019, el 94,4%.Y en Madrid, el 105%.

2. Actualmente solo 1 de cada 5 jóvenes consigue emanciparse (18,6%), siendo una de las tasas más bajas de toda Europa. https://t.co/t1utcJkxZQ",Negativa
